Epoch Generation Fitness Cue_Plas Obs_Plas Utility
1 1 0.07280250637435152 0.00019338231118309023 0.00019338231118309023 -4.5203191380897506e-05
1 2 0.07555481716918822 0.00017433548031848693 0.00017433548031848693 -3.861143244735129e-05
1 3 0.07795029971599837 0.00017353125294236214 0.00017353125294236214 4.7558976906581306e-05
1 4 0.08114120897174397 0.00017687473850158263 0.00017687473850158263 0.00014394811978931245
1 5 0.08327970659490318 0.00017934524198335834 0.00017934524198335834 0.00010954646874906471
1 6 0.0858689886307446 0.00018262693695741524 0.00018262693695741524 0.00012998500615983994
1 7 0.08797312976831581 0.0001837409972490375 0.0001837409972490375 0.00016326399775709878
1 8 0.09007194087093083 0.00018017557583532596 0.00018017557583532596 0.000204065058438766
1 9 0.09190060441987652 0.00017224872156964476 0.00017224872156964476 0.00030474464454209626
1 10 0.09458702565703676 0.0001697975948525018 0.0001697975948525018 0.0004328736898907335
1 11 0.09825553943939344 0.0001627975064482008 0.0001627975064482008 0.0005121220252568176
1 12 0.10080093912127842 0.00017017985824955873 0.00017017985824955873 0.0004979358357635934
1 13 0.10316238623923132 0.0001686452032139869 0.0001686452032139869 0.0004461346896036915
1 14 0.10704533037252802 0.00017697642315631784 0.00017697642315631784 0.0006147636930714968
1 15 0.10933408293691399 0.00017521588445488742 0.00017521588445488742 0.000576163302041071
1 16 0.11181194091458262 0.0001724410284269988 0.0001724410284269988 0.0006263921917886926
1 17 0.1147511805994225 0.00017541912039939408 0.00017541912039939408 0.0006198451855689761
1 18 0.11763476081329512 0.00017531366703735154 0.00017531366703735154 0.000639593189000907
1 19 0.11970202065060943 0.00018144667605695064 0.00018144667605695064 0.0005977817531192715
1 20 0.12147100272405878 0.00018567689064884495 0.00018567689064884495 0.0006927364289964304
1 21 0.12561467070848845 0.00019504178073845242 0.00019504178073845242 0.0007665142044601463
1 22 0.12848977221129304 0.00021625693405591168 0.00021625693405591168 0.0009285680944277362
1 23 0.1314960727875003 0.00022184130655341624 0.00022184130655341624 0.0009881598289839053
1 24 0.13370310370758437 0.00021745343838348947 0.00021745343838348947 0.0008941098274158937
1 25 0.13682208248251765 0.00022408964515440417 0.00022408964515440417 0.0008514982452137578
1 26 0.13880702651783985 0.00022751513422181418 0.00022751513422181418 0.0009506840568402144
1 27 0.1421127200399662 0.00022908352192374244 0.00022908352192374244 0.0009279461238775246
1 28 0.14391867770358138 0.00022828778526319266 0.00022828778526319266 0.0007358899960740215
1 29 0.14786328123319586 0.00023972760988712045 0.00023972760988712045 0.0006878732281760299
1 30 0.1515127736963483 0.00023892534400599184 0.00023892534400599184 0.0007431474437758799
1 31 0.1546813557148246 0.00024195226184662983 0.00024195226184662983 0.0008952122496819189
1 32 0.1573911089085084 0.00024266965758315141 0.00024266965758315141 0.000999253713936154
1 33 0.16000185283099075 0.0002469257093930024 0.0002469257093930024 0.0010232624505728295
1 34 0.1634516469103634 0.00024714252029682635 0.00024714252029682635 0.0011345941640190842
1 35 0.1659281151389399 0.00024913373360379356 0.00024913373360379356 0.0011265632943985007
1 36 0.16901489321559268 0.0002634228719666565 0.0002634228719666565 0.0013364876202083679
1 37 0.17225623023228073 0.0002640018263841653 0.0002640018263841653 0.0013380891935820497
1 38 0.17708173600807836 0.00026579960645238575 0.00026579960645238575 0.0013838305671051937
1 39 0.17867694594567232 0.00026205027233304804 0.00026205027233304804 0.0015124340677824105
1 40 0.18259475612228318 0.0002607808352272172 0.0002607808352272172 0.0015203012446857876
1 41 0.18692822264660872 0.0002642666073874316 0.0002642666073874316 0.0016920410634060996
1 42 0.19058228922279938 0.00025736885457499677 0.00025736885457499677 0.0016026427910016128
1 43 0.19497985070904164 0.0002675698113502435 0.0002675698113502435 0.0016195581334769473
1 44 0.20078564445593203 0.0002722808548409231 0.0002722808548409231 0.001671303443131804
1 45 0.20526874910789514 0.000267959115073681 0.000267959115073681 0.0016818561868109777
1 46 0.21095114224903727 0.0002657088785993056 0.0002657088785993056 0.0017618695719139434
1 47 0.21418830387036045 0.00027397072126508694 0.00027397072126508694 0.0018618548300542374
1 48 0.21617393149224756 0.000279293438389357 0.000279293438389357 0.0018405638056498569
1 49 0.21867753387275018 0.000279304529591206 0.000279304529591206 0.0019492007012515556
1 50 0.2239051019453112 0.0002763738772919081 0.0002763738772919081 0.0019165270492414693
