Epoch 	 Generation 	 Fitness 	 Cue_Plas 	 Obs_Plas 	 Utility
1	58	4.529596e-01	1.830388e-04	1.830388e-04	-1.926810e-04
1	59	4.557431e-01	1.843897e-04	1.843897e-04	-5.141514e-04
1	60	4.569639e-01	2.127094e-04	2.127094e-04	-3.248375e-04
1	61	4.596489e-01	2.097676e-04	2.097676e-04	-6.849598e-04
1	62	4.663852e-01	2.086549e-04	2.086549e-04	-1.045744e-03
1	63	4.677438e-01	2.287455e-04	2.287455e-04	-1.098466e-03
1	64	4.719454e-01	2.165524e-04	2.165524e-04	-1.511690e-03
1	65	4.705601e-01	2.194484e-04	2.194484e-04	-2.060902e-03
1	66	4.719437e-01	1.964491e-04	1.964491e-04	-1.701120e-03
1	67	4.730858e-01	2.276333e-04	2.276333e-04	-1.415503e-03
1	68	4.814397e-01	2.434396e-04	2.434396e-04	-1.135246e-03
1	69	4.837073e-01	2.408663e-04	2.408663e-04	-1.015851e-03
1	70	4.857323e-01	2.237687e-04	2.237687e-04	-1.443622e-03
1	71	4.868806e-01	2.446081e-04	2.446081e-04	-1.327983e-03
1	72	4.892287e-01	2.318404e-04	2.318404e-04	-1.534292e-03
1	73	4.959853e-01	2.336097e-04	2.336097e-04	-1.539788e-03
1	74	5.004961e-01	2.122202e-04	2.122202e-04	-1.461843e-03
1	75	5.028354e-01	2.377835e-04	2.377835e-04	-2.017087e-03
1	76	5.044607e-01	2.737297e-04	2.737297e-04	-1.744336e-03
1	77	5.115662e-01	2.568232e-04	2.568232e-04	-1.477715e-03
1	78	5.194514e-01	2.417352e-04	2.417352e-04	-1.356580e-03
1	79	5.245597e-01	2.252998e-04	2.252998e-04	-1.439068e-03
1	80	5.279914e-01	2.012832e-04	2.012832e-04	-1.843343e-03
1	81	5.285814e-01	2.049181e-04	2.049181e-04	-1.984841e-03
1	82	5.328694e-01	2.226705e-04	2.226705e-04	-2.186730e-03
1	83	5.320717e-01	2.109253e-04	2.109253e-04	-1.826357e-03
1	84	5.343641e-01	1.998386e-04	1.998386e-04	-1.677323e-03
1	85	5.349185e-01	2.154311e-04	2.154311e-04	-1.588076e-03
1	86	5.358381e-01	2.067933e-04	2.067933e-04	-1.760707e-03
1	87	5.397455e-01	2.195589e-04	2.195589e-04	-1.876594e-03
1	88	5.466395e-01	2.400036e-04	2.400036e-04	-1.843449e-03
1	89	5.500537e-01	2.664576e-04	2.664576e-04	-2.908179e-03
1	90	5.547602e-01	2.765307e-04	2.765307e-04	-2.894272e-03
1	91	5.635548e-01	2.883109e-04	2.883109e-04	-3.120395e-03
1	92	5.714414e-01	3.084905e-04	3.084905e-04	-3.578793e-03
1	93	5.765716e-01	3.023032e-04	3.023032e-04	-3.700981e-03
1	94	5.817550e-01	3.080849e-04	3.080849e-04	-3.958904e-03
1	95	5.826739e-01	3.003619e-04	3.003619e-04	-3.946472e-03
1	96	5.874872e-01	3.242559e-04	3.242559e-04	-4.125598e-03
1	97	5.924264e-01	3.285489e-04	3.285489e-04	-4.621895e-03
1	98	5.985572e-01	3.227145e-04	3.227145e-04	-5.034941e-03
1	99	6.080740e-01	3.129422e-04	3.129422e-04	-5.106378e-03
1	100	6.101202e-01	3.278463e-04	3.278463e-04	-5.023375e-03
1	101	6.097763e-01	3.158241e-04	3.158241e-04	-4.761408e-03
1	102	6.151670e-01	3.202028e-04	3.202028e-04	-4.852456e-03
1	103	6.176833e-01	3.162901e-04	3.162901e-04	-4.520457e-03
1	104	6.206670e-01	3.213984e-04	3.213984e-04	-5.071988e-03
1	105	6.280964e-01	3.158151e-04	3.158151e-04	-4.939405e-03
1	106	6.327854e-01	3.073947e-04	3.073947e-04	-4.650544e-03
1	107	6.333723e-01	3.063856e-04	3.063856e-04	-4.714133e-03
1	108	6.342445e-01	2.836270e-04	2.836270e-04	-4.536681e-03
1	109	6.379231e-01	2.716973e-04	2.716973e-04	-4.832975e-03
1	110	6.359312e-01	2.650061e-04	2.650061e-04	-4.818938e-03
1	111	6.393546e-01	2.662853e-04	2.662853e-04	-5.123033e-03
1	112	6.412778e-01	2.499689e-04	2.499689e-04	-5.130420e-03
1	113	6.402569e-01	2.450568e-04	2.450568e-04	-4.496597e-03
1	114	6.449789e-01	2.122233e-04	2.122233e-04	-3.983988e-03
1	115	6.451269e-01	2.117601e-04	2.117601e-04	-3.859466e-03
1	116	6.510421e-01	1.964221e-04	1.964221e-04	-3.500755e-03
1	117	6.550396e-01	1.967218e-04	1.967218e-04	-3.622780e-03
1	118	6.581629e-01	2.174565e-04	2.174565e-04	-4.142558e-03
1	119	6.578953e-01	2.568972e-04	2.568972e-04	-4.877971e-03
1	120	6.599266e-01	2.746117e-04	2.746117e-04	-5.182835e-03
1	121	6.532994e-01	2.707058e-04	2.707058e-04	-5.105655e-03
1	122	6.581958e-01	2.694863e-04	2.694863e-04	-5.041965e-03
1	123	6.561197e-01	2.557776e-04	2.557776e-04	-4.870882e-03
1	124	6.569248e-01	2.612648e-04	2.612648e-04	-5.209365e-03
1	125	6.580212e-01	2.607730e-04	2.607730e-04	-5.109858e-03
1	126	6.577512e-01	2.854427e-04	2.854427e-04	-5.616842e-03
1	127	6.591350e-01	2.744196e-04	2.744196e-04	-5.260421e-03
1	128	6.612640e-01	2.824070e-04	2.824070e-04	-5.807092e-03
1	129	6.589634e-01	3.157967e-04	3.157967e-04	-6.308043e-03
1	130	6.602962e-01	3.179481e-04	3.179481e-04	-6.205497e-03
1	131	6.630401e-01	3.190102e-04	3.190102e-04	-6.337106e-03
1	132	6.638289e-01	2.989937e-04	2.989937e-04	-5.918553e-03
1	133	6.603271e-01	3.073076e-04	3.073076e-04	-5.974727e-03
1	134	6.648260e-01	3.001668e-04	3.001668e-04	-6.178103e-03
1	135	6.646931e-01	3.035589e-04	3.035589e-04	-6.306406e-03
1	136	6.643121e-01	2.896366e-04	2.896366e-04	-5.776260e-03
1	137	6.632963e-01	2.802602e-04	2.802602e-04	-5.532747e-03
1	138	6.603708e-01	2.833806e-04	2.833806e-04	-5.765020e-03
1	139	6.595311e-01	2.855304e-04	2.855304e-04	-5.844216e-03
1	140	6.590425e-01	2.752138e-04	2.752138e-04	-5.644161e-03
1	141	6.603552e-01	2.870962e-04	2.870962e-04	-6.101240e-03
1	142	6.633868e-01	2.940699e-04	2.940699e-04	-6.255688e-03
1	143	6.668482e-01	3.082248e-04	3.082248e-04	-6.684158e-03
1	144	6.690771e-01	3.208335e-04	3.208335e-04	-6.727321e-03
1	145	6.698047e-01	3.108806e-04	3.108806e-04	-6.351938e-03
1	146	6.673121e-01	3.268333e-04	3.268333e-04	-7.036883e-03
1	147	6.671505e-01	3.176986e-04	3.176986e-04	-6.862117e-03
1	148	6.704301e-01	3.258449e-04	3.258449e-04	-7.094579e-03
1	149	6.747498e-01	3.338053e-04	3.338053e-04	-7.431516e-03
1	150	6.756567e-01	3.424912e-04	3.424912e-04	-7.421848e-03
1	151	6.757278e-01	3.537933e-04	3.537933e-04	-7.802632e-03
1	152	6.747404e-01	3.494685e-04	3.494685e-04	-7.721903e-03
1	153	6.766648e-01	3.281349e-04	3.281349e-04	-7.147772e-03
1	154	6.742680e-01	3.371897e-04	3.371897e-04	-7.209367e-03
1	155	6.756811e-01	3.448870e-04	3.448870e-04	-7.294917e-03
1	156	6.757357e-01	3.533491e-04	3.533491e-04	-7.494494e-03
1	157	6.800503e-01	3.650628e-04	3.650628e-04	-7.775628e-03
1	158	6.824358e-01	4.046603e-04	4.046603e-04	-8.543639e-03
1	159	6.831463e-01	4.121650e-04	4.121650e-04	-8.564571e-03
1	160	6.857125e-01	4.022096e-04	4.022096e-04	-8.192958e-03
1	161	6.883200e-01	3.956656e-04	3.956656e-04	-7.991736e-03
1	162	6.918161e-01	3.715114e-04	3.715114e-04	-7.734984e-03
1	163	6.851817e-01	3.653066e-04	3.653066e-04	-7.480375e-03
1	164	6.904820e-01	3.938590e-04	3.938590e-04	-7.933898e-03
1	165	6.928947e-01	4.007418e-04	4.007418e-04	-8.165608e-03
1	166	6.985140e-01	3.813227e-04	3.813227e-04	-7.753263e-03
1	167	6.988507e-01	3.728008e-04	3.728008e-04	-7.869988e-03
1	168	7.029004e-01	3.738564e-04	3.738564e-04	-7.743020e-03
1	169	7.063362e-01	3.447067e-04	3.447067e-04	-7.301235e-03
1	170	7.097012e-01	3.547541e-04	3.547541e-04	-7.688652e-03
1	171	7.056808e-01	3.338105e-04	3.338105e-04	-7.125626e-03
1	172	7.041733e-01	3.553452e-04	3.553452e-04	-7.639884e-03
1	173	7.037807e-01	3.914536e-04	3.914536e-04	-8.404973e-03
1	174	7.039693e-01	3.748346e-04	3.748346e-04	-7.948264e-03
1	175	7.020085e-01	4.151065e-04	4.151065e-04	-8.806261e-03
1	176	7.057589e-01	3.516020e-04	3.516020e-04	-7.614178e-03
1	177	7.044148e-01	3.558576e-04	3.558576e-04	-7.904557e-03
1	178	7.083340e-01	3.436414e-04	3.436414e-04	-7.634629e-03
1	179	7.095197e-01	3.327606e-04	3.327606e-04	-7.533612e-03
1	180	7.115366e-01	3.489247e-04	3.489247e-04	-7.583192e-03
1	181	7.125073e-01	3.561220e-04	3.561220e-04	-7.705144e-03
1	182	7.136252e-01	3.399045e-04	3.399045e-04	-6.986001e-03
1	183	7.174461e-01	3.321274e-04	3.321274e-04	-6.741812e-03
1	184	7.200263e-01	3.199814e-04	3.199814e-04	-6.816561e-03
1	185	7.178121e-01	3.166043e-04	3.166043e-04	-6.776669e-03
1	186	7.165837e-01	3.097972e-04	3.097972e-04	-6.717161e-03
1	187	7.163323e-01	3.139212e-04	3.139212e-04	-6.879742e-03
1	188	7.174815e-01	3.059550e-04	3.059550e-04	-6.657395e-03
1	189	7.158441e-01	3.255214e-04	3.255214e-04	-7.226364e-03
1	190	7.162365e-01	3.231395e-04	3.231395e-04	-7.371253e-03
1	191	7.169518e-01	3.072982e-04	3.072982e-04	-6.962184e-03
1	192	7.155170e-01	3.009776e-04	3.009776e-04	-6.637289e-03
1	193	7.104746e-01	2.938455e-04	2.938455e-04	-6.575859e-03
1	194	7.118133e-01	3.095288e-04	3.095288e-04	-6.959042e-03
1	195	7.112825e-01	3.047557e-04	3.047557e-04	-7.029084e-03
1	196	7.134092e-01	3.019630e-04	3.019630e-04	-7.122431e-03
1	197	7.144057e-01	3.150447e-04	3.150447e-04	-7.463204e-03
1	198	7.122569e-01	3.039727e-04	3.039727e-04	-7.163071e-03
1	199	7.172625e-01	2.563226e-04	2.563226e-04	-6.098746e-03
1	200	7.180203e-01	2.849072e-04	2.849072e-04	-7.096896e-03
2	1	6.928224e-01	3.052467e-04	0.000000e+00	-6.273095e-03
2	2	6.925623e-01	2.973631e-04	0.000000e+00	-5.939736e-03
2	3	6.934758e-01	3.021697e-04	0.000000e+00	-6.007678e-03
2	4	6.925127e-01	3.090786e-04	0.000000e+00	-6.092820e-03
2	5	6.957424e-01	3.200957e-04	0.000000e+00	-6.322347e-03
2	6	6.960664e-01	3.111639e-04	0.000000e+00	-6.174894e-03
2	7	6.928930e-01	3.263927e-04	0.000000e+00	-6.643446e-03
2	8	6.967767e-01	3.403129e-04	0.000000e+00	-6.964827e-03
2	9	6.989161e-01	3.458562e-04	0.000000e+00	-6.967749e-03
2	10	7.005926e-01	3.239297e-04	0.000000e+00	-6.639292e-03
2	11	7.011668e-01	3.078464e-04	0.000000e+00	-6.113127e-03
2	12	6.988166e-01	2.982218e-04	0.000000e+00	-5.763344e-03
2	13	6.982456e-01	3.242125e-04	0.000000e+00	-6.350719e-03
2	14	6.982635e-01	3.321863e-04	0.000000e+00	-6.452538e-03
2	15	6.976654e-01	3.129784e-04	2.951616e-07	-6.098338e-03
2	16	6.975304e-01	3.225321e-04	2.951616e-07	-6.364754e-03
2	17	7.004927e-01	3.048207e-04	2.951616e-07	-5.911678e-03
2	18	6.990278e-01	3.048850e-04	0.000000e+00	-5.906334e-03
2	19	6.988154e-01	2.945085e-04	0.000000e+00	-5.544400e-03
2	20	6.992507e-01	2.780410e-04	0.000000e+00	-5.010710e-03
2	21	7.007874e-01	2.548291e-04	0.000000e+00	-4.524887e-03
2	22	7.017899e-01	2.469066e-04	0.000000e+00	-4.093834e-03
2	23	7.029606e-01	2.347680e-04	0.000000e+00	-3.852731e-03
2	24	7.041752e-01	2.401864e-04	0.000000e+00	-3.948254e-03
2	25	7.036092e-01	2.282246e-04	0.000000e+00	-3.640622e-03
2	26	7.050509e-01	2.436814e-04	0.000000e+00	-3.709033e-03
2	27	7.014354e-01	2.438884e-04	0.000000e+00	-3.765543e-03
2	28	7.013387e-01	2.420998e-04	0.000000e+00	-3.829515e-03
2	29	7.019573e-01	2.204313e-04	0.000000e+00	-3.386362e-03
2	30	7.014721e-01	2.131838e-04	0.000000e+00	-2.929950e-03
2	31	7.004467e-01	2.130180e-04	0.000000e+00	-3.029985e-03
2	32	7.012779e-01	2.582215e-04	0.000000e+00	-4.187059e-03
2	33	7.026220e-01	2.696367e-04	0.000000e+00	-4.491723e-03
2	34	7.030166e-01	2.690900e-04	0.000000e+00	-4.293821e-03
2	35	7.027838e-01	2.665030e-04	0.000000e+00	-4.397371e-03
2	36	7.028310e-01	2.765090e-04	0.000000e+00	-4.083089e-03
2	37	7.035112e-01	2.478316e-04	0.000000e+00	-3.808541e-03
2	38	7.057343e-01	2.007382e-04	0.000000e+00	-3.098099e-03
2	39	7.075057e-01	1.915087e-04	0.000000e+00	-2.702259e-03
2	40	7.054280e-01	1.677282e-04	0.000000e+00	-2.153386e-03
2	41	7.062610e-01	1.621389e-04	0.000000e+00	-1.721835e-03
2	42	7.050051e-01	1.562703e-04	0.000000e+00	-1.512181e-03
2	43	7.047614e-01	1.558200e-04	0.000000e+00	-1.276786e-03
2	44	7.052643e-01	1.522951e-04	0.000000e+00	-1.214702e-03
2	45	7.058819e-01	1.512817e-04	0.000000e+00	-1.128482e-03
2	46	7.053503e-01	1.554413e-04	0.000000e+00	-1.252563e-03
2	47	7.072466e-01	1.476420e-04	0.000000e+00	-1.223224e-03
2	48	7.079109e-01	1.433953e-04	0.000000e+00	-1.197686e-03
2	49	7.091527e-01	1.289426e-04	0.000000e+00	-8.340566e-04
2	50	7.076329e-01	1.347402e-04	0.000000e+00	-1.035167e-03
2	51	7.101583e-01	1.354063e-04	0.000000e+00	-1.100521e-03
2	52	7.114092e-01	1.390589e-04	0.000000e+00	-1.178459e-03
2	53	7.125577e-01	1.339456e-04	0.000000e+00	-1.007172e-03
2	54	7.110086e-01	1.300731e-04	3.986258e-07	-6.992963e-04
2	55	7.106104e-01	1.261670e-04	2.234674e-07	-3.132160e-04
2	56	7.084369e-01	1.175477e-04	2.559990e-07	-1.475604e-04
2	57	7.080143e-01	1.209295e-04	0.000000e+00	-7.591745e-05
2	58	7.110735e-01	1.296686e-04	0.000000e+00	-2.114971e-04
2	59	7.118383e-01	1.139465e-04	0.000000e+00	-1.686913e-04
2	60	7.158986e-01	1.097194e-04	0.000000e+00	-1.760432e-05
2	61	7.168858e-01	1.209365e-04	0.000000e+00	-2.624346e-04
2	62	7.166822e-01	1.084476e-04	0.000000e+00	1.569336e-05
2	63	7.164370e-01	1.160625e-04	0.000000e+00	1.084403e-04
2	64	7.150713e-01	1.226091e-04	0.000000e+00	2.111266e-04
2	65	7.173649e-01	1.252203e-04	0.000000e+00	2.470507e-04
2	66	7.195151e-01	1.130922e-04	0.000000e+00	4.711297e-04
2	67	7.178503e-01	1.111906e-04	0.000000e+00	3.759115e-04
2	68	7.190258e-01	1.165997e-04	0.000000e+00	6.287967e-04
2	69	7.213043e-01	1.183565e-04	0.000000e+00	7.424173e-04
2	70	7.195675e-01	1.097090e-04	7.158825e-08	7.860617e-04
2	71	7.189961e-01	1.042141e-04	4.726676e-08	8.598014e-04
2	72	7.216769e-01	1.093126e-04	4.726676e-08	9.940943e-04
2	73	7.217403e-01	1.177391e-04	6.572775e-08	9.635240e-04
2	74	7.221815e-01	1.137486e-04	0.000000e+00	1.077909e-03
2	75	7.207711e-01	1.125228e-04	0.000000e+00	9.147683e-04
2	76	7.198411e-01	1.040726e-04	0.000000e+00	8.252513e-04
2	77	7.193974e-01	1.093255e-04	0.000000e+00	5.825715e-04
2	78	7.221383e-01	1.100534e-04	0.000000e+00	4.218035e-04
2	79	7.223257e-01	1.064406e-04	0.000000e+00	-1.158900e-04
2	80	7.223378e-01	1.006664e-04	0.000000e+00	-1.865831e-05
2	81	7.230110e-01	1.011109e-04	0.000000e+00	4.982570e-06
2	82	7.242703e-01	1.057839e-04	0.000000e+00	-1.210393e-04
2	83	7.252750e-01	1.028106e-04	0.000000e+00	-3.796887e-04
2	84	7.260899e-01	1.048938e-04	0.000000e+00	-4.865071e-04
2	85	7.281237e-01	1.061556e-04	0.000000e+00	-4.986900e-04
2	86	7.258986e-01	1.052586e-04	0.000000e+00	-3.955593e-04
2	87	7.283637e-01	1.152624e-04	0.000000e+00	-4.972298e-04
2	88	7.268945e-01	1.119244e-04	0.000000e+00	-3.803568e-04
2	89	7.280335e-01	1.089864e-04	0.000000e+00	-4.760724e-04
2	90	7.282230e-01	1.088230e-04	3.858998e-07	-2.555745e-04
2	91	7.276866e-01	1.087797e-04	3.858998e-07	-4.419374e-04
2	92	7.274212e-01	1.039597e-04	1.015684e-06	-4.339639e-04
2	93	7.267227e-01	1.053739e-04	1.015684e-06	-4.561597e-04
2	94	7.277148e-01	1.097122e-04	1.537198e-06	-9.151818e-04
2	95	7.311262e-01	1.085439e-04	2.450304e-06	-1.115455e-03
2	96	7.300785e-01	1.063962e-04	3.858998e-07	-1.044723e-03
2	97	7.312192e-01	1.140694e-04	0.000000e+00	-1.047781e-03
2	98	7.331209e-01	1.103388e-04	0.000000e+00	-1.071295e-03
2	99	7.317204e-01	1.092235e-04	0.000000e+00	-1.247959e-03
2	100	7.344053e-01	1.090290e-04	0.000000e+00	-1.087170e-03
2	101	7.357675e-01	1.137616e-04	0.000000e+00	-1.252601e-03
2	102	7.320852e-01	1.084003e-04	0.000000e+00	-1.215905e-03
2	103	7.344904e-01	1.163637e-04	0.000000e+00	-1.274275e-03
2	104	7.375270e-01	1.170066e-04	0.000000e+00	-1.272430e-03
2	105	7.389011e-01	1.076494e-04	0.000000e+00	-1.105930e-03
2	106	7.410425e-01	1.098418e-04	0.000000e+00	-9.669411e-04
2	107	7.417839e-01	1.103166e-04	0.000000e+00	-1.011905e-03
2	108	7.406951e-01	1.122651e-04	3.576188e-08	-1.163079e-03
2	109	7.403795e-01	1.096494e-04	3.576188e-08	-9.611256e-04
2	110	7.400569e-01	1.108159e-04	3.576188e-08	-1.123977e-03
2	111	7.391871e-01	1.041425e-04	1.430475e-07	-9.382523e-04
2	112	7.415983e-01	1.057711e-04	1.968193e-07	-1.026909e-03
2	113	7.426748e-01	1.117269e-04	1.072856e-07	-1.142696e-03
2	114	7.426317e-01	1.010944e-04	3.031012e-07	-1.009740e-03
2	115	7.409939e-01	1.006093e-04	4.438833e-07	-9.720632e-04
2	116	7.410129e-01	1.021441e-04	8.552277e-07	-9.556184e-04
2	117	7.409559e-01	1.072847e-04	6.271931e-07	-8.225478e-04
2	118	7.417233e-01	1.107460e-04	9.008931e-07	-6.694824e-04
2	119	7.425861e-01	1.088966e-04	7.550697e-07	-5.238410e-04
2	120	7.447295e-01	1.037068e-04	1.518438e-06	-6.179839e-04
2	121	7.433990e-01	1.077156e-04	3.973761e-06	-7.286479e-04
2	122	7.430021e-01	1.035147e-04	4.375298e-07	-7.484565e-04
2	123	7.434124e-01	1.103724e-04	6.170883e-07	-9.540415e-04
2	124	7.457966e-01	1.095917e-04	3.159412e-07	-9.177323e-04
2	125	7.455080e-01	1.061239e-04	3.803090e-07	-8.545764e-04
2	126	7.431932e-01	1.087431e-04	6.935338e-07	-7.330884e-04
2	127	7.435391e-01	1.035044e-04	7.451322e-07	-4.882758e-04
2	128	7.436794e-01	1.015160e-04	9.712115e-07	-5.112180e-04
2	129	7.466887e-01	1.021572e-04	1.679999e-06	-5.580575e-04
2	130	7.449288e-01	1.003699e-04	4.680855e-07	-3.819787e-04
2	131	7.457968e-01	9.356387e-05	2.654084e-07	-6.400156e-04
2	132	7.465891e-01	8.794381e-05	0.000000e+00	-6.067726e-04
2	133	7.462846e-01	8.597874e-05	0.000000e+00	-7.189371e-04
2	134	7.479601e-01	8.845683e-05	0.000000e+00	-7.981131e-04
2	135	7.452780e-01	8.743763e-05	0.000000e+00	-7.895857e-04
2	136	7.465733e-01	8.610870e-05	0.000000e+00	-7.797874e-04
2	137	7.462795e-01	8.721223e-05	0.000000e+00	-7.541686e-04
2	138	7.483612e-01	8.888668e-05	0.000000e+00	-6.659739e-04
2	139	7.476905e-01	9.084523e-05	0.000000e+00	-6.672702e-04
2	140	7.457385e-01	9.662701e-05	0.000000e+00	-7.021941e-04
2	141	7.450668e-01	1.170309e-04	0.000000e+00	-7.278297e-04
2	142	7.472492e-01	1.122795e-04	0.000000e+00	-1.094670e-03
2	143	7.474040e-01	1.030262e-04	0.000000e+00	-1.103113e-03
2	144	7.465937e-01	9.829137e-05	0.000000e+00	-8.958281e-04
2	145	7.478605e-01	9.687493e-05	0.000000e+00	-7.642286e-04
2	146	7.488835e-01	9.250910e-05	0.000000e+00	-9.174847e-04
2	147	7.477667e-01	9.804265e-05	0.000000e+00	-9.621376e-04
2	148	7.477482e-01	9.545018e-05	0.000000e+00	-1.014669e-03
2	149	7.492995e-01	9.888381e-05	0.000000e+00	-9.333866e-04
2	150	7.477307e-01	8.645298e-05	0.000000e+00	-9.462962e-04
2	151	7.490132e-01	8.312197e-05	0.000000e+00	-8.207699e-04
2	152	7.478710e-01	8.427185e-05	0.000000e+00	-8.725287e-04
2	153	7.474247e-01	8.614418e-05	0.000000e+00	-7.690693e-04
2	154	7.465277e-01	8.734399e-05	0.000000e+00	-7.498874e-04
2	155	7.440048e-01	8.618621e-05	0.000000e+00	-7.655485e-04
2	156	7.416080e-01	8.272211e-05	0.000000e+00	-4.971147e-04
2	157	7.411688e-01	7.942386e-05	0.000000e+00	-6.189740e-04
2	158	7.410585e-01	7.884446e-05	1.180325e-06	-6.250185e-04
2	159	7.380112e-01	7.067738e-05	0.000000e+00	-8.373410e-04
2	160	7.347636e-01	7.170003e-05	0.000000e+00	-1.018180e-03
2	161	7.352908e-01	7.478109e-05	0.000000e+00	-1.114668e-03
2	162	7.347240e-01	7.174520e-05	0.000000e+00	-9.435078e-04
2	163	7.348789e-01	7.192584e-05	0.000000e+00	-1.013937e-03
2	164	7.343377e-01	7.649414e-05	0.000000e+00	-1.077031e-03
2	165	7.353377e-01	7.340253e-05	0.000000e+00	-9.165120e-04
2	166	7.335629e-01	6.932143e-05	0.000000e+00	-1.049592e-03
2	167	7.389483e-01	7.063891e-05	1.556492e-07	-1.058347e-03
2	168	7.375645e-01	6.451419e-05	0.000000e+00	-9.010321e-04
2	169	7.383538e-01	7.014479e-05	6.826764e-07	-9.614838e-04
2	170	7.363099e-01	7.161020e-05	6.826764e-07	-1.041827e-03
2	171	7.337146e-01	7.438523e-05	2.143862e-06	-9.763623e-04
2	172	7.362499e-01	7.249381e-05	0.000000e+00	-1.017728e-03
2	173	7.369326e-01	7.365624e-05	0.000000e+00	-1.093381e-03
2	174	7.374782e-01	7.344216e-05	0.000000e+00	-9.676081e-04
2	175	7.384066e-01	7.497067e-05	0.000000e+00	-1.158801e-03
2	176	7.377782e-01	7.480679e-05	0.000000e+00	-1.188060e-03
2	177	7.382723e-01	7.637083e-05	0.000000e+00	-1.154613e-03
