5.000000e-01	6.612383e-01	5.000000e-01	3.576047e-01	6.388920e-01	5.995562e-01	4.742518e-01	6.338702e-01	5.153490e-01	3.482956e-01	5.000000e-01	5.000000e-01	5.268809e-01	6.360559e-01	5.283255e-01	4.163642e-01	5.000000e-01	5.000000e-01	7.403273e-01	7.382216e-01	
4.848259e-01	6.689188e-01	3.525388e-01	3.000258e-01	5.000000e-01	3.815535e-01	6.844693e-01	5.000000e-01	4.328909e-01	5.000000e-01	7.864815e-01	5.602243e-01	7.888225e-01	3.291174e-01	3.691480e-01	6.037474e-01	5.000000e-01	3.890523e-01	3.623772e-01	2.290583e-01	
2.832904e-01	5.000000e-01	6.262550e-01	1.949061e-01	5.000000e-01	5.814199e-01	5.330061e-01	4.786123e-01	6.478721e-01	5.577307e-01	5.226162e-01	5.000000e-01	2.759525e-01	5.613548e-01	7.072442e-01	5.000000e-01	6.909457e-01	5.000000e-01	5.000000e-01	5.341063e-01	
5.000000e-01	2.731339e-01	5.000000e-01	4.795740e-01	5.000000e-01	5.000000e-01	4.743685e-01	7.356322e-01	5.000000e-01	4.832749e-01	5.000000e-01	2.883566e-01	5.271164e-01	3.124698e-01	3.649051e-01	4.617984e-01	6.870593e-01	5.000000e-01	5.000000e-01	2.115659e-01	
5.000000e-01	2.555328e-01	2.554401e-01	5.143007e-01	5.000000e-01	2.907968e-01	1.672217e-01	4.835093e-01	5.000000e-01	3.218139e-01	5.000000e-01	5.000000e-01	4.555659e-01	5.611905e-01	5.029993e-01	5.241360e-01	3.072650e-01	5.362969e-01	5.674130e-01	5.000000e-01	
5.000000e-01	5.000000e-01	5.000000e-01	5.706074e-01	4.601429e-01	2.573370e-01	3.498702e-01	5.000000e-01	5.000000e-01	5.000000e-01	5.000000e-01	5.000000e-01	7.789036e-01	5.000000e-01	6.563425e-01	5.000000e-01	5.000000e-01	5.000000e-01	3.287451e-01	5.000000e-01	
4.462009e-01	5.000000e-01	6.140492e-01	5.369987e-01	5.098990e-01	5.475436e-01	6.130178e-01	3.565998e-01	4.281289e-01	5.000000e-01	6.118888e-01	5.405426e-01	5.688746e-01	5.373617e-01	5.819129e-01	5.000000e-01	4.943191e-01	5.000000e-01	5.873877e-01	5.000000e-01	
6.410907e-01	3.720560e-01	5.000000e-01	5.000000e-01	5.000000e-01	5.000000e-01	6.118346e-01	5.000000e-01	5.000000e-01	3.434817e-01	4.657284e-01	5.000000e-01	5.000000e-01	3.537952e-01	5.390690e-01	7.530584e-01	5.000000e-01	2.923146e-01	5.429920e-01	6.749963e-01	
3.338088e-01	5.000000e-01	5.000000e-01	5.000000e-01	5.000000e-01	5.000000e-01	7.369947e-01	5.696664e-01	5.000000e-01	5.000000e-01	5.000000e-01	5.893568e-01	3.074475e-01	4.254316e-01	4.598078e-01	5.451719e-01	4.782753e-01	4.572249e-01	5.000000e-01	5.000000e-01	
4.257519e-01	5.000000e-01	5.000000e-01	5.543944e-01	3.460398e-01	5.000000e-01	4.177426e-01	5.000000e-01	4.864729e-01	5.879823e-01	7.938557e-01	4.282119e-01	4.519215e-01	2.370253e-01	1.513311e-01	2.832552e-01	5.000000e-01	6.190111e-01	1.947163e-01	5.000000e-01	
